"mppcv";"hyr_";"hyrcv";"ogc";"mpcv";"ouc";"mppnm";"VolgNr";"GalCV";"spef";"cq";"cu";"cfq";"cfu";"aq";"au";"afq";"afu";"atype";"cmucomb";"law";"ssecr";"pupr";"use";"note";"pos";"Content_";"GalNm_";"Index";"RemA";"RemW";"InnCnk";"VosNm_";"BT";"gdkp";"Excip";"Cheapest";"SpecRules";"Narcotic";"Amb";"Hosp"
"2638591";"IABAA";"0007054";;"39461-1529";"O";"Voltaren Emulgel (PI-Pharma) 1 % gel transderm. local 50g 10mg/1g";;"00193";;1;"x";50.0000;"g";;;0.0000;;;;;;10.5400;;"importation parallèle";;;"gel transderm. local";21.0800;10.5400;10.5400;"9019";"diclofenac sodium gel transdermique local 10 mg / 1 g [no switch: local]";false;false;;false;false;false;true;false
"2479970";"ONEA";"0014811";;"6494-2238";"O";"Copa pansement Plus 10x (10x10cm)";;"00374";;10;"x";;;;;0.0000;;;;;"4";30.0000;;;;;"pansement Plus";300.0000;30.0000;30.0000;"34306";"pansements actifs [NOVOS: pansement actif]";false;false;;false;false;false;true;false
"2764876";"RAAD";"0019117";"G";"22194-265";"O";"Propofol B. Braun 1 % émuls. inj./perf. i.v. [amp.] 5x 200mg/20ml";;"00293";;5;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"émuls. inj./perf. i.v. [amp.]";0.0000;0.0000;0.0000;"26666";"propofol injection/perfusion 200 mg / 20 ml";false;true;;true;false;false;true;false
"2926590";"AFAA";"0000729";"G";"1412-885";"O";"Amlodipin Sandoz (Impexeco) compr. (séc.) Besilaat 100x 10mg";;"00431";;100;"x";;;;;0.0000;;;;"R";"b";23.5700;;"importation parallèle";;;"compr. (séc.) Besilaat";6.1900;6.1900;3.7100;"1651";"amlodipine oral 10 mg";false;true;;true;false;false;true;false
"3978335";"GAAG";"0006122";"G";"40816-1289";"O";"Solifenacine Viatris compr. pellic. 200x 5mg";;"00004";;200;"x";;;;;0.0000;;;;"R";"b4";92.7100;;;;;"compr. pellic.";7.5000;15.0000;9.9000;"28902";"solifénacine oral 5 mg";false;true;;true;false;false;true;false
"3078227";"BBDA";"0002394";;"26872-281";"C";"Tisseel S/D colle (sol.) [ser. préremplie] 2ml (1ml+1ml)";;"00673";;1;"x";2.0000;"ml";;;0.0000;;;"1 ml+1 ml";;;0.0000;"H";"solutions congelées";;;"colle (sol.) [ser. préremplie]";0.0000;0.0000;0.0000;"33878";"protéines adhésives pour colle épilésionnelle (I) + thrombine pour colle épilésionnelle (II) [NOVOS: biologique]";false;false;;false;false;false;true;false
"3078235";"BBDA";"0002394";;"26872-281";"C";"Tisseel S/D colle (sol.) [ser. préremplie] 4ml (2ml+2ml)";;"00673";;1;"x";4.0000;"ml";;;0.0000;;;"2 ml+2 ml";;;0.0000;"H";"solutions congelées";;;"colle (sol.) [ser. préremplie]";0.0000;0.0000;0.0000;"33878";"protéines adhésives pour colle épilésionnelle (I) + thrombine pour colle épilésionnelle (II) [NOVOS: biologique]";false;false;;false;false;false;true;false
"2904613";"CECBB";"0025007";;"11015-1529";"O";"Forlax (PI-Pharma) sol. (pdr, sachet) 20x 10g";;"00217";;20;"x";;;;;0.0000;;;;;;13.9000;;"importation parallèle";;;"sol. (pdr, sachet)";69.5000;13.9000;13.9000;"19976";"macrogol 4.000 oral 10 g";false;false;;false;false;false;true;false
"3978327";"GAAG";"0006122";"G";"40816-1289";"O";"Solifenacine Viatris compr. pellic. 200x 10mg";;"00004";;200;"x";;;;;0.0000;;;;"R";"b4";77.3800;;;;;"compr. pellic.";7.5000;15.0000;9.9000;"28894";"solifénacine oral 10 mg";false;true;;true;false;false;true;false
"4635991";"EEEB";"0017707";"B";"23986-3269";"O";"Sandostatine (Abacus) susp. inj. lib. prol. (pdr+solv.) i.m. L.A.R. [flac.+ser. préremplie] 1x 20mg";;"00508";;1;"x";;;;"s";2.5000;"ml";;;"R";"a4 b";648.5000;;"importation parallèle";;;"susp. inj. lib. prol. (pdr + solv.) i.m. L.A.R. [flac. + ser. préremplie]";1210.0000;12.1000;8.0000;"23481";"octréotide injection (libér. modifiée) 20 mg";false;false;;false;false;false;true;false
"4636007";"EEEB";"0017707";"B";"23986-3269";"O";"Sandostatine (Abacus) susp. inj. lib. prol. (pdr+solv.) i.m. L.A.R. [flac.+ser. préremplie] 1x 30mg";;"00508";;1;"x";;;;"s";2.5000;"ml";;;"R";"a4 b";871.7800;;"importation parallèle";;;"susp. inj. lib. prol. (pdr + solv.) i.m. L.A.R. [flac. + ser. préremplie]";1210.0000;12.1000;8.0000;"23499";"octréotide injection (libér. modifiée) 30 mg";false;false;;false;false;false;true;false
"3364072";"ALAD";"0001594";"G";"24596-885";"O";"Simvastatin Sandoz (Impexeco) compr. pellic. (séc.) 100x 20mg";;"00043";;100;"x";;;;;0.0000;;;;"R";"a4 b";15.6000;;"importation parallèle";;;"compr. pellic. (séc.)";3.4600;3.4600;2.0800;"28753";"simvastatine oral 20 mg";false;true;;true;false;false;true;false
"0681254";"ONBA";"0014753";;"8433-2253";"O";"Duoderm E pansement 3x (15x15cm)";;"00273";;3;"x";;;;;0.0000;;;;;"4";29.3700;;;;;"pansement";979.0000;29.3700;29.3700;"34306";"pansements actifs [NOVOS: pansement actif]";false;false;;false;false;false;true;false
"0104950";"JIABA";"8900995";;"4010-182";"U";"Cafergot 1/100 compr. (séc.) 20x";;"00019";;20;"x";;;;;0.0000;;;;"R";;4.8200;;;;;"compr. (séc.)";24.1000;4.8200;4.8200;"11049";"ergotamine + caféine oral 1 mg + 100 mg";false;false;;false;false;false;true;false
"1516376";"ONBA";"0014753";;"6403-2261";"O";"Comfeel Plus pansement Contour 5x (6x8cm)";;"00631";;5;"x";;;;;0.0000;;;;;"4";37.1400;;;;;"pansement Contour";742.8000;37.1400;37.1400;"34306";"pansements actifs [NOVOS: pansement actif]";false;false;;false;false;false;true;false
"3420940";"DAGA";"0003806";"G";"17723-885";"O";"Montelukast Sandoz (Impexeco) compr. pellic. 98x 10mg";;"00004";;98;"x";;;;;0.0000;;;;"R";"b";49.7700;;"importation parallèle";;;"compr. pellic.";12.7000;12.4500;7.4000;"22012";"montélukast oral 10 mg";false;true;;true;false;false;true;false
"0309054";"ONBA";"0014753";;"8433-2253";"O";"Duoderm E pansement Border 5x (14x14cm)";;"00321";;5;"x";;;;;0.0000;;;;;"4";38.0300;;;;;"pansement Border";760.6000;38.0300;38.0300;"34306";"pansements actifs [NOVOS: pansement actif]";false;false;;false;false;false;true;false
"2159986";"ADABC";"0000471";"G";"27052-1636";"O";"Torasemide Sandoz compr. (séc. en 4) 30x 20mg";;"00150";;30;"x";;;;;0.0000;;;;"R";"b";19.3100;;;;;"compr. (séc. en 4)";15.7000;4.7100;2.8300;"30999";"torasémide oral 20 mg";false;true;;true;false;false;true;false
"2837789";"JABA";"0007732";;"30304-885";"O";"Zolpidem Sandoz (Impexeco) compr. pellic. (séc.) 30x 10mg";;"00043";;30;"x";;;;;0.0000;;;;"R";;12.9200;;"importation parallèle";;;"compr. pellic. (séc.)";43.0700;12.9200;12.9200;"32516";"zolpidem oral 10 mg";false;false;;false;false;false;true;false
"0868273";"NADA";"0016832";;"34728-265";"O";"KCl B. Braun 14,9 % sol. perf. à diluer i.v. [amp., Mini-Plasco] 20x 2,98g/20ml";;"00085";;20;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"sol. perf. à diluer i.v. [amp., Mini-Plasco]";0.0000;0.0000;0.0000;"41145";"potassium perfusion 2,98 g / 20 ml";false;false;;false;false;false;true;false
"3373594";"CAABC";"0002576";"G";"19851-1529";"O";"Omeprazol Sandoz (PI-Pharma) gél. gastro-résist. 98x 20mg";;"00044";;98;"x";;;;;0.0000;;;;"R";"b2";24.0700;;"importation parallèle";;;"gél. gastro-résist.";6.5300;6.4000;3.8100;"23861";"oméprazole oral 20 mg";false;true;;true;false;false;true;false
"3326055";"GBAC";"0006213";;"25841-885";"O";"Tamsulosine Teva (Impexeco) gél. lib. modif. 30x 0,4mg";;"00300";;30;"x";;;;;0.0000;;;;"R";;19.8000;;"importation parallèle";;;"gél. lib. modif.";66.0000;19.8000;19.8000;"29710";"tamsulosine oral (libér. modifiée) 0,4 mg";false;false;;false;false;false;true;false
"3188927";"IEAB";"0013417";;"31724-885";"U";"Steovit (Impexeco) 1000/800 compr. à croquer Forte Citron 90x";;"00343";;90;"x";;;;;0.0000;;;;;;37.8600;;"importation parallèle";;;"compr. à croquer Forte Citron";42.0700;37.8600;37.8600;"4838";"calcium + colécalciférol oral 1 000 mg + 800 UI";false;false;;false;false;false;true;false
"2572691";"JGADA";"0008797";"G";"26997-612";"O";"Topiramate EG compr. pellic. (séc. en 4) 100x 25mg";;"00060";;100;"x";;;;;0.0000;;;;"R";"a4 b4";19.3300;;;;;"compr. pellic. (séc. en 4)";4.7200;4.7200;2.8300;"30916";"topiramate oral 25 mg [no switch: antiépileptique]";false;true;;true;false;false;true;false
"1078450";"ONAA";"0014738";;"13953-2253";"O";"Kaltostat pansement 10x (5x5cm)";;"00273";;10;"x";;;;;0.0000;;;;;"4";12.9700;;;;;"pansement";129.7000;12.9700;12.9700;"34306";"pansements actifs [NOVOS: pansement actif]";false;false;;false;false;false;true;false
"3439155";"JCAAE";"0008201";"G";"21030-885";"O";"Paroxetine Sandoz (Impexeco) compr. pellic. (séc.) 100x 20mg";;"00043";;100;"x";;;;;0.0000;;;;"R";"b";29.2600;;"importation parallèle";;;"compr. pellic. (séc.)";7.6200;7.6200;4.5300;"25023";"paroxétine oral 20 mg";false;true;;true;false;false;true;false
"2110948";"OEA";"0014407";;"13987-1784";"O";"Onguent Camphré pommade 20g 200mg/1g";;"00051";;1;"x";20.0000;"g";;;0.0000;;;;;;4.4200;;;;;"pommade";22.1000;4.4200;4.4200;"18051";"camphre pommade cutané 200 mg / 1 g [no switch: local]";false;false;;false;false;false;true;false
"3403771";"ONEA";"0014811";;"40683-2402";"O";"Kliniderm Foam Silicone pansement Border Lite 5x (4x5cm)";;"00620";;5;"x";;;;;0.0000;;;;;"4";5.1900;;;;;"pansement Border Lite";103.8000;5.1900;5.1900;"34306";"pansements actifs [NOVOS: pansement actif]";false;false;;false;false;false;true;false
"3403318";"ONEA";"0014811";;"40683-2402";"O";"Kliniderm Foam Silicone pansement 5x (10x10cm)";;"00273";;5;"x";;;;;0.0000;;;;;"4";25.7700;;;;;"pansement";515.4000;25.7700;25.7700;"34306";"pansements actifs [NOVOS: pansement actif]";false;false;;false;false;false;true;false
"3689957";"CAABD";"0002584";"G";"20776-885";"O";"Pantoprazol Sandoz (Impexeco) compr. gastro-résist. 56x 40mg";;"00059";;56;"x";;;;;0.0000;;;;"R";"b2";19.3900;;"importation parallèle";;;"compr. gastro-résist.";8.4600;4.7400;2.8400;"24661";"pantoprazole oral 40 mg";false;true;;true;false;false;true;false
"3666005";"KAGCA";"0010306";"B";"17756-885";"O";"Monuril (Impexeco) sol. (gran., sachet) 1x 3g";;"00181";;1;"x";;;;;0.0000;;;;"R";"c";10.0400;;"importation parallèle";;;"sol. (gran., sachet)";316.0000;3.1600;3.1600;"13854";"fosfomycine oral 3 g";false;false;;true;false;false;true;false
"4178901";"JBDA";"0007922";"G";"75-3269";"O";"Abilify (Abacus) compr. 98x 15mg";;"00007";;98;"x";;;;;0.0000;;;;"R";"b";140.1200;;"distribution parallèle";;;"compr.";15.3100;15.0000;9.9000;"2154";"aripiprazole oral 15 mg";false;true;;true;false;false;true;false
"3716198";"JCAAF";"0008219";"G";"24398-1529";"O";"Sertraline EG (PI-Pharma) compr. pellic. (séc.) 60x 50mg";;"00043";;60;"x";;;;;0.0000;;;;"R";"b";16.0100;;"importation parallèle";;;"compr. pellic. (séc.)";6.0000;3.6000;2.1600;"28613";"sertraline oral 50 mg";false;true;;true;false;false;true;false
"2683167";"BAABAC";"0001891";"G";"26716-885";"O";"Ticlid (Impexeco) compr. pellic. 60x 250mg";;"00004";;60;"x";;;;;0.0000;;;;"R";"a4 b4 c4";23.1800;;"importation parallèle";;;"compr. pellic.";10.0700;6.0400;3.6300;"30494";"ticlopidine oral 250 mg";false;true;;true;false;false;true;false
"4522744";"MBAA";"0013201";"G";"46656-4309";"O";"Abevmy 25 mg/1 ml sol. perf. à diluer i.v. [flac.] 1x 100mg/4ml";;"00008";;1;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"sol. perf. à diluer i.v. [flac.]";0.0000;0.0000;0.0000;"3632";"bévacizumab perfusion 100 mg / 4 ml [NOVOS: biologique]";true;true;;false;false;false;true;false
"3326600";"AJB";"0001461";;"27060-1529";"O";"Torental (PI-Pharma) compr. lib. prol. 60x 400mg";;"00056";;60;"x";;;;;0.0000;;;;"R";;19.3000;;"importation parallèle";;;"compr. lib. prol.";32.1700;19.3000;19.3000;"25338";"pentoxifylline oral (libér. modifiée) 400 mg";false;false;;false;false;false;true;false
"3194453";"JCDC";"0008110";"G";"17400-1529";"O";"Mirtazapine EG (PI-Pharma) compr. pellic. (séc.) 100x 15mg";;"00043";;100;"x";;;;;0.0000;;;;"R";"b";29.3700;;"importation parallèle";;;"compr. pellic. (séc.)";7.6500;7.6500;4.5500;"21741";"mirtazapine oral 15 mg";false;true;;true;false;false;true;false
"3148509";"FCCA";"0005728";;"15495-1529";"O";"Livial (PI-Pharma) compr. 3x28x 2,5mg";;"00007";;3;"x";28.0000;"x";;;0.0000;;;;"R";;48.4800;;"importation parallèle";;;"compr.";57.7100;48.4800;48.4800;"30478";"tibolone oral 2,5 mg";false;false;;false;false;false;true;false
"4522751";"MBAA";"0013201";"G";"46656-4309";"O";"Abevmy 25 mg/1 ml sol. perf. à diluer i.v. [flac.] 1x 400mg/16ml";;"00008";;1;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"sol. perf. à diluer i.v. [flac.]";0.0000;0.0000;0.0000;"3640";"bévacizumab perfusion 400 mg / 16 ml [NOVOS: biologique]";true;true;;false;false;false;true;false
"4753158";"JBDA";"0007922";;"75-3269";"O";"Abilify (Abacus) compr. 28x 30mg";;"00007";;28;"x";;;;;0.0000;;;;"R";;63.7300;;"distribution parallèle";;;"compr.";227.6100;63.7300;63.7300;"2170";"aripiprazole oral 30 mg";false;false;;false;false;false;true;false
"2480309";"ONAA";"0014738";;"6734-2238";"O";"Curasorb pansement 10x (10x10cm)";;"00273";;10;"x";;;;;0.0000;;;;;"4";30.0000;;;;;"pansement";300.0000;30.0000;30.0000;"34306";"pansements actifs [NOVOS: pansement actif]";false;false;;false;false;false;true;false
"3117496";"DAGA";"0003806";"G";"17731-885";"O";"Montelukast Teva (Impexeco) compr. pellic. 98x 10mg";;"00004";;98;"x";;;;;0.0000;;;;"R";"b";50.1400;;"importation parallèle";;;"compr. pellic.";12.8000;12.5400;7.4500;"22012";"montélukast oral 10 mg";false;true;;true;false;false;true;false
"4165726";"JBDA";"0007922";"G";"75-3269";"O";"Abilify (Abacus) compr. 98x 10mg";;"00007";;98;"x";;;;;0.0000;;;;"R";"b";140.1200;;"distribution parallèle";;;"compr.";15.3100;15.0000;9.9000;"2147";"aripiprazole oral 10 mg";false;true;;true;false;false;true;false
"3662772";"JBDG";"0007963";"G";"24364-1529";"O";"Seroquel (PI-Pharma) compr. lib. prol. XR 30x 50mg";;"00485";;30;"x";;;;;0.0000;;;;"R";"b";24.2500;;"importation parallèle";;;"compr. lib. prol. XR";21.4700;6.4400;3.8400;"27011";"quétiapine oral (libér. modifiée) 50 mg";false;true;;true;false;false;true;false
"2567576";"JBDA";"0007922";"B";"75-2501";"O";"Abilify sol. inj. i.m. [flac.] 1x 9,75mg/1,3ml";;"00038";;1;"x";;;;;0.0000;;;;"R";"b";8.1400;;;;;"sol. inj. i.m. [flac.]";92.0000;0.9200;0.5500;"2188";"aripiprazole injection 9,75 mg / 1,3 ml";false;false;;true;false;false;true;false
"3154887";"JBDA";"0007922";"B";"75-1073";"O";"Abilify susp. inj. lib. prol. (pdr+solv.) i.m. Maintena [2x flac.] 1x 400mg";;"00812";;1;"x";;;;"s";2.0000;"ml";;;"R";"b4";195.0200;;;;;"susp. inj. lib. prol. (pdr + solv.) i.m. Maintena [2x flac.]";1210.0000;12.1000;8.0000;"33662";"aripiprazole injection (libér. modifiée) 400 mg";false;false;;true;false;false;true;false
"2256634";"ONEA";"0014811";;"16659-1230";"O";"Mepilex pansement Border Lite 5x (7,5x7,5cm)";;"00620";;5;"x";;;;;0.0000;;;;;"4";14.6100;;;;;"pansement Border Lite";292.2000;14.6100;14.6100;"34306";"pansements actifs [NOVOS: pansement actif]";false;false;;false;false;false;true;false
"3403375";"ONEA";"0014811";;"40683-2402";"O";"Kliniderm Foam Silicone pansement Border 5x (12,5x12,5cm)";;"00321";;5;"x";;;;;0.0000;;;;;"4";29.4400;;;;;"pansement Border";588.8000;29.4400;29.4400;"34306";"pansements actifs [NOVOS: pansement actif]";false;false;;false;false;false;true;false
"4201737";"JBDA";"0007922";"G";"75-3418";"O";"Abilify (Orifarm) compr. 28x 10mg";;"00007";;28;"x";;;;;0.0000;;;;"R";"b";55.9200;;"distribution parallèle";;;"compr.";43.2100;12.1000;8.0000;"2147";"aripiprazole oral 10 mg";false;true;;true;false;false;true;false
"4323465";"AHDAA";"0001297";;"45567-67";"O";"Atropine Sulfate Accord 0,1 mg/1 ml sol. inj. i.m./i.v. [ser. préremplie] 1x 0,5mg/5ml";;"00541";;1;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"sol. inj. i.m./i.v. [ser. préremplie]";0.0000;0.0000;0.0000;"36400";"atropine injection 0,5 mg / 5 ml";false;false;;false;false;false;true;false
"3945557";"ONBA";"0014753";;"25551-2295";"O";"Suprasorb H pansement 10x (10x10cm)";;"00273";;10;"x";;;;;0.0000;;;;;"4";40.7100;;;;;"pansement";407.1000;40.7100;40.7100;"34306";"pansements actifs [NOVOS: pansement actif]";false;false;;false;false;false;true;false
"4201745";"JBDA";"0007922";"G";"75-3418";"O";"Abilify (Orifarm) compr. 98x 10mg";;"00007";;98;"x";;;;;0.0000;;;;"R";"b";140.1200;;"distribution parallèle";;;"compr.";15.3100;15.0000;9.9000;"2147";"aripiprazole oral 10 mg";false;true;;true;false;false;true;false
"4272100";"JBDA";"0007922";"G";"75-3418";"O";"Abilify (Orifarm) compr. 98x 15mg";;"00007";;98;"x";;;;;0.0000;;;;"R";"b";140.1200;;"distribution parallèle";;;"compr.";15.3100;15.0000;9.9000;"2154";"aripiprazole oral 15 mg";false;true;;true;false;false;true;false
"3403334";"ONEA";"0014811";;"40683-2402";"O";"Kliniderm Foam Silicone pansement 5x (10x20cm)";;"00273";;5;"x";;;;;0.0000;;;;;"4";35.1100;;;;;"pansement";702.2000;35.1100;35.1100;"34306";"pansements actifs [NOVOS: pansement actif]";false;false;;false;false;false;true;false
"2868933";"JAAA";"0007484";;"29447-885";"O";"Xanax (Impexeco) compr. lib. prol. Retard 30x 0,5mg";;"00022";;30;"x";;;;;0.0000;;;;"R";;13.0800;;"importation parallèle";;;"compr. lib. prol. Retard";43.6000;13.0800;13.0800;"1230";"alprazolam oral (libér. modifiée) 0,5 mg";false;false;;false;false;false;true;false
"3534948";"JBDA";"0007922";"G";"75-1529";"O";"Abilify (PI-Pharma) compr. 28x 15mg";;"00007";;28;"x";;;;;0.0000;;;;"R";"b";55.9200;;"distribution parallèle";;;"compr.";43.2100;12.1000;8.0000;"2154";"aripiprazole oral 15 mg";false;true;;true;false;false;true;false
"3060001";"JBDA";"0007922";;"75-2501";"O";"Abilify sirop sol. 150ml 1mg/1ml";;"00096";;1;"x";150.0000;"ml";;;0.0000;;;;"R";;99.2500;;;;;"sirop sol.";66.1700;99.2500;99.2500;"2162";"aripiprazole oral 1 mg / 1 ml";false;false;;false;false;false;true;false
"3750015";"OBEA";"0014332";;"11254-885";"U";"Fucicort (Impexeco) 20/1 crème Lipid 30g";;"00539";;1;"x";30.0000;"g";;;0.0000;;;;"R";;21.9600;;"importation parallèle";;;"crème Lipid";73.2000;21.9600;21.9600;"3574";"bétaméthasone (valérate) + acide fusidique crème cutané 1 mg + 20 mg / 1 g [no switch: local]";false;false;;false;false;false;true;false
"1294651";"SAACA";"0016246";"B";"37937-836";"O";"Xenetix 350 mg/1 ml sol. inj. i.v./i.artér./i.card. [flac.] 1x 76,78g/100ml";;"00094";;1;"x";;;;;0.0000;;;;"R";"b";41.5900;;;;;"sol. inj. i.v./i.artér./i.card. [flac.]";1053.0000;10.5300;6.2600;"17756";"iobitridol injection 768 mg / 1 ml";false;false;;true;false;false;true;false
"1395771";"SAACA";"0016246";"B";"37937-836";"O";"Xenetix 350 mg/1 ml sol. inj. i.v./i.artér./i.card. [flac.] 1x 115,17g/150ml";;"00094";;1;"x";;;;;0.0000;;;;"R";"b";59.8700;;;;;"sol. inj. i.v./i.artér./i.card. [flac.]";1210.0000;12.1000;8.0000;"17756";"iobitridol injection 768 mg / 1 ml";false;false;;true;false;false;true;false
"2162444";"SAACA";"0016246";"B";"37937-836";"O";"Xenetix 300 mg/1 ml sol. inj./instill. i.v./i.artic./i.artér./i.card./i.utér. [flac.] 1x 98,7g/150ml";;"00109";;1;"x";;;;;0.0000;;;;"R";"b";52.3100;;;;;"sol. inj./instill. i.v./i.artic./i.artér./i.card./i.utér. [flac.]";1210.0000;12.1000;7.7500;"17749";"iobitridol injection/instillation 658 mg / 1 ml";false;false;;true;false;false;true;false
"2393098";"SAACA";"0016246";"B";"37937-836";"O";"Xenetix 350 mg/1 ml sol. inj. i.v./i.artér./i.card. [sac] 1x 115,17g/150ml";;"00115";;1;"x";;;;;0.0000;;;;"R";"b";59.8700;;;;;"sol. inj. i.v./i.artér./i.card. [sac]";1210.0000;12.1000;8.0000;"17756";"iobitridol injection 768 mg / 1 ml";false;false;;true;false;false;true;false
"0324095";"HBDE";"0019893";;"638-1743";"U";"Afebryl 200/300/300 compr. efferv. (séc.) 32x";;"00282";;32;"x";;;;;0.0000;;;;;;10.5700;;;;;"compr. efferv. (séc.)";33.0300;10.5700;10.5700;"24778";"paracétamol + acide acétylsalicylique + acide ascorbique oral 200 mg + 300 mg + 300 mg";false;false;;false;false;false;true;false
"4121554";"KBBA";"0010447";"G";"41954-67";"O";"Anidulafungine Accord Healthcare sol. perf. à diluer (pdr) i.v. [flac.] 1x 100mg";;"00083";;1;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"sol. perf. à diluer (pdr) i.v. [flac.]";0.0000;0.0000;0.0000;"2071";"anidulafungine perfusion 100 mg";false;true;;true;false;false;true;false
"2481687";"KABBA";"0009837";"G";"2774-1636";"O";"Azithromycine Sandoz sirop susp. (pdr) 15ml 200mg/5ml";;"00027";;1;"x";15.0000;"ml";;;0.0000;;;;"R";"c";7.6500;;;;;"sirop susp. (pdr)";9.8000;1.4700;1.4700;"2774";"azithromycine oral 200 mg / 5 ml";false;true;;true;false;false;true;false
"2481703";"KABBA";"0009837";"G";"2774-1636";"O";"Azithromycine Sandoz sirop susp. (pdr) 37,5ml 200mg/5ml";;"00027";;1;"x";37.5000;"ml";;;0.0000;;;;"R";"c";10.8300;;;;;"sirop susp. (pdr)";9.8400;3.6900;3.6900;"2774";"azithromycine oral 200 mg / 5 ml";false;true;;true;false;false;true;false
"4420576";"FDAA";"0005777";;"45500-117";"O";"Carbetocine Aguettant sol. inj. i.m./i.v. [ser. préremplie] 5x 100µg/1ml";;"00541";;5;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"sol. inj. i.m./i.v. [ser. préremplie]";0.0000;0.0000;0.0000;"5181";"carbétocine injection 100 µg / 1 ml";false;false;;false;false;false;true;false
"2237220";"JBDA";"0007922";"G";"75-2501";"O";"Abilify compr. 28x 10mg";;"00007";;28;"x";;;;;0.0000;;;;"R";"b";55.9200;;;;;"compr.";43.2100;12.1000;8.0000;"2147";"aripiprazole oral 10 mg";false;true;;true;false;false;true;false
"2237238";"JBDA";"0007922";"G";"75-2501";"O";"Abilify compr. 28x 15mg";;"00007";;28;"x";;;;;0.0000;;;;"R";"b";55.9200;;;;;"compr.";43.2100;12.1000;8.0000;"2154";"aripiprazole oral 15 mg";false;true;;true;false;false;true;false
"2237246";"JBDA";"0007922";"G";"75-2501";"O";"Abilify compr. 28x 30mg";;"00007";;28;"x";;;;;0.0000;;;;"R";"b";64.1800;;;;;"compr.";43.2100;12.1000;8.0000;"2170";"aripiprazole oral 30 mg";false;true;;true;false;false;true;false
"3255684";"JBDA";"0007922";"G";"75-2501";"O";"Abilify compr. 98x 10mg";;"00007";;98;"x";;;;;0.0000;;;;"R";"b";140.1200;;;;;"compr.";15.3100;15.0000;9.9000;"2147";"aripiprazole oral 10 mg";false;true;;true;false;false;true;false
"3117041";"ONEA";"0014811";;"1065-1750";"O";"Allevyn pansement Life 10x (10,3x10,3cm)";;"00610";;10;"x";;;;;0.0000;;;;;"4";33.3700;;;;;"pansement Life";333.7000;33.3700;33.3700;"34306";"pansements actifs [NOVOS: pansement actif]";false;false;;false;false;false;true;false
"3255676";"JBDA";"0007922";"G";"75-2501";"O";"Abilify compr. 98x 15mg";;"00007";;98;"x";;;;;0.0000;;;;"R";"b";140.1200;;;;;"compr.";15.3100;15.0000;9.9000;"2154";"aripiprazole oral 15 mg";false;true;;true;false;false;true;false
