"StofCV";"nInNm";"fInNm";"NBase";"NInNmX";"NSaltEstr";"FBase";"FInNmX";"FSaltEstr";"Amb";"Hosp"
"01798";"urofollitropine (geïsoleerd uit HMG)";"urofollitropine (isolé de l'HMG)";"urofollitropine";"geïsoleerd uit HMG [biologisch, humane urine]";;"urofollitropine";"isolé de l'HMG [biologique, urine humaine]";;true;false
"00964";"jobitridol";"iobitridol";"jobitridol";;;"iobitridol";;;true;false
"01858";"zofenopril calcium";"zofénopril calcium";"zofenopril";;"calcium";"zofénopril";;"calcium";true;false
"01822";"vemurafenib (gecoprecipiteerd)";"vémurafénib (coprécipité)";"vemurafenib";"gecoprecipiteerd";;"vémurafénib";"coprécipité";;true;false
"01668";"tafamidis meglumine";"tafamidis méglumine";"tafamidis";;"meglumine";"tafamidis";;"méglumine";true;false
"00735";"flumazenil";"flumazénil";"flumazenil";;;"flumazénil";;;true;false
"01410";"pipamperon hydrochloride";"pipampérone chlorhydrate";"pipamperon";;"hydrochloride";"pipampérone";;"chlorhydrate";true;false
"01409";"pipamperon";"pipampérone";"pipamperon";;;"pipampérone";;;true;false
"01325";"otilonium bromide";"otilonium bromure";"otilonium";;"bromide";"otilonium";;"bromure";true;false
"01323";"oteracil";"otéracil";"oteracil";;;"otéracil";;;true;false
"01298";"ocriplasmine";"ocriplasmine";"ocriplasmine";"[biologisch, biosynthetisch]";;"ocriplasmine";"[biologique, biosynthétique]";;true;false
"01269";"nifurtoïnol";"nifurtoïnol";"nifurtoïnol";;;"nifurtoïnol";;;true;false
"01226";"naftazon";"naftazone";"naftazon";;;"naftazone";;;true;false
"01113";"melitracen";"mélitracène";"melitracen";;;"mélitracène";;;true;false
"01059";"lixisenatide";"lixisénatide";"lixisenatide";"[biologisch, biosynthetisch]";;"lixisénatide";"[biologique, biosynthétique]";;true;false
"00919";"indacaterol";"indacatérol";"indacaterol";;;"indacatérol";;;true;false
"00891";"icatibant acetaat";"icatibant acétate";"icatibant";;"acetaat";"icatibant";;"acétate";true;false
"00081";"amidotrizoaat meglumine";"amidotrizoate méglumine";"amidotrizoaat";;"meglumine";"amidotrizoate";;"méglumine";true;false
"00089";"amiodaron hydrochloride";"amiodarone chlorhydrate";"amiodaron";;"hydrochloride";"amiodarone";;"chlorhydrate";true;false
"00253";"buprenorfine hydrochloride";"buprénorphine chlorhydrate";"buprenorfine";;"hydrochloride";"buprénorphine";;"chlorhydrate";true;false
"02011";"ivermectine";"ivermectine";"ivermectine";;;"ivermectine";;;true;false
"00464";"dalteparine natrium";"daltéparine sodium";"dalteparine";"[biologisch, darmslijmvlies varken]";"natrium";"daltéparine";"[biologique, muqueuse intestinale de porc]";"sodium";true;false
"00476";"daunorubicine";"daunorubicine";"daunorubicine";;;"daunorubicine";;;true;false
"00449";"cyclofosfamide";"cyclophosphamide";"cyclofosfamide";;;"cyclophosphamide";;;true;false
"00308";"cefepim";"céfépime";"cefepim";;;"céfépime";;;true;false
"00463";"dalteparine";"daltéparine";"dalteparine";"[biologisch, darmslijmvlies varken]";;"daltéparine";"[biologique, muqueuse intestinale de porc]";;true;false
"00465";"danaparoïde";"danaparoïde";"danaparoïde";"[biologisch, darmslijmvlies varken]";;"danaparoïde";"[biologique, muqueuse intestinale de porc]";;true;false
"00550";"domperidon maleaat";"dompéridone maléate";"domperidon";;"maleaat";"dompéridone";;"maléate";true;false
"00551";"donepezil";"donépézil";"donepezil";;;"donépézil";;;true;false
"00552";"donepezil hydrochloride";"donépézil chlorhydrate";"donepezil";;"hydrochloride";"donépézil";;"chlorhydrate";true;false
"00554";"dopamine hydrochloride";"dopamine chlorhydrate";"dopamine";;"hydrochloride";"dopamine";;"chlorhydrate";true;false
"00557";"dorzolamide hydrochloride";"dorzolamide chlorhydrate";"dorzolamide";;"hydrochloride";"dorzolamide";;"chlorhydrate";true;false
"00559";"dosulepine hydrochloride";"dosulépine chlorhydrate";"dosulepine";;"hydrochloride";"dosulépine";;"chlorhydrate";true;false
"00012";"acebutolol";"acébutolol";"acebutolol";;;"acébutolol";;;true;false
"02760";"tremelimumab";"trémélimumab";"tremelimumab";"[biologisch, biosynthetisch]";;"trémélimumab";"[biologique, biosynthétique]";;true;false
"00585";"eflornithine";"éflornithine";"eflornithine";;;"éflornithine";;;true;false
"00586";"eflornithine hydrochloride";"éflornithine chlorhydrate";"eflornithine";;"hydrochloride";"éflornithine";;"chlorhydrate";true;false
"00587";"eletriptan";"élétriptan";"eletriptan";;;"élétriptan";;;true;false
"00267";"calcifediol";"calcifédiol";"calcifediol";;;"calcifédiol";;;true;false
"00686";"fenazopyridine hydrochloride";"phénazopyridine chlorhydrate";"fenazopyridine";;"hydrochloride";"phénazopyridine";;"chlorhydrate";true;false
"00243";"bromperidol";"brompéridol";"bromperidol";;;"brompéridol";;;true;false
"00696";"fenol";"phénol";"fenol";;;"phénol";;;true;false
"00588";"eletriptan hydrobromide";"élétriptan bromhydrate";"eletriptan";;"hydrobromide";"élétriptan";;"bromhydrate";true;false
"00590";"eltrombopag olamine";"eltrombopag olamine";"eltrombopag";;"olamine";"eltrombopag";;"olamine";true;false
"01933";"dolutegravir natrium";"dolutégravir sodium";"dolutegravir";;"natrium";"dolutégravir";;"sodium";true;false
"00592";"emedastine";"émédastine";"emedastine";;;"émédastine";;;true;false
"00595";"enalapril";"énalapril";"enalapril";;;"énalapril";;;true;false
"00600";"enoxolon";"énoxolone";"enoxolon";;;"énoxolone";;;true;false
"00853";"hepatitis A-virus (geïnactiveerd)";"virus de l'hépatite A (inactivés)";"hepatitis A-virus";"geïnactiveerd [biologisch, viraal]";;"virus de l'hépatite A";"inactivés [biologique, viral]";;true;false
"00082";"amidotrizoaat natrium";"amidotrizoate sodium";"amidotrizoaat";;"natrium";"amidotrizoate";;"sodium";true;false
"00607";"epinefrine";"épinéphrine";"epinefrine";;;"épinéphrine";;;true;false
"00608";"epinefrine hydrochloride";"épinéphrine chlorhydrate";"epinefrine";;"hydrochloride";"épinéphrine";;"chlorhydrate";true;false
"00609";"epinefrine waterstoftartraat";"épinéphrine hydrogénotartrate";"epinefrine";;"waterstoftartraat";"épinéphrine";;"hydrogénotartrate";true;false
"00610";"epirubicine";"épirubicine";"epirubicine";;;"épirubicine";;;true;false
"00612";"eplerenon";"éplérénone";"eplerenon";;;"éplérénone";;;true;false
"00237";"brimonidine tartraat";"brimonidine tartrate";"brimonidine";;"tartraat";"brimonidine";;"tartrate";true;false
"00242";"bromocriptine mesilaat";"bromocriptine mésilate";"bromocriptine";;"mesilaat";"bromocriptine";;"mésilate";true;false
"00618";"eprosartan";"éprosartan";"eprosartan";;;"éprosartan";;;true;false
"00643";"estramustine fosfaat";"estramustine phosphate";"estramustine";"monohydraat";"fosfaat";"estramustine";"monohydraté";"phosphate";true;false
"00736";"flumetason";"flumétasone";"flumetason";;;"flumétasone";;;true;false
"02059";"olodaterol";"olodatérol";"olodaterol";;;"olodatérol";;;true;false
"00646";"etanercept";"étanercept";"etanercept";"[biologisch, biosynthetisch]";;"étanercept";"[biologique, biosynthétique]";;true;false
"00648";"ethambutol dihydrochloride";"éthambutol dichlorhydrate";"ethambutol";;"dihydrochloride";"éthambutol";;"dichlorhydrate";true;false
"01740";"timolol maleaat";"timolol maléate";"timolol";;"maleaat";"timolol";;"maléate";true;false
"01776";"trazodon hydrochloride";"trazodone chlorhydrate";"trazodon";;"hydrochloride";"trazodone";;"chlorhydrate";true;false
"00249";"bumetanide";"bumétanide";"bumetanide";;;"bumétanide";;;true;false
"00257";"busereline acetaat";"buséréline acétate";"busereline";;"acetaat";"buséréline";;"acétate";true;false
"02060";"olodaterol hydrochloride";"olodatérol chlorhydrate";"olodaterol";;"hydrochloride";"olodatérol";;"chlorhydrate";true;false
"00050";"algeldraat (aluminiumhydroxide)";"algeldrate (aluminium hydroxyde)";"algeldraat";"aluminiumhydroxide";;"algeldrate";"aluminium hydroxyde";;true;false
"00262";"butylhyoscine bromide";"butylhyoscine bromure";"butylhyoscine";;"bromide";"butylhyoscine";;"bromure";true;false
"00649";"ethanol";"éthanol";"ethanol";;;"éthanol";;;true;false
"00301";"caspofungine acetaat";"caspofungine acétate";"caspofungine";;"acetaat";"caspofungine";;"acétate";true;false
"00311";"cefotaxim natrium";"céfotaxime sodium";"cefotaxim";;"natrium";"céfotaxime";;"sodium";true;false
"00578";"dydrogesteron";"dydrogestérone";"dydrogesteron";;;"dydrogestérone";;;true;false
"00673";"factor II";"facteur II";"factor II";"[biologisch, humaan plasma]";;"facteur II";"[biologique, plasma humain]";;true;false
"00674";"factor IX";"facteur IX";"factor IX";"[biologisch, humaan plasma]";;"facteur IX";"[biologique, plasma humain]";;true;false
"00675";"factor VII";"facteur VII";"factor VII";"[biologisch, humaan plasma]";;"facteur VII";"[biologique, plasma humain]";;true;false
"00731";"fludarabine fosfaat";"fludarabine phosphate";"fludarabine";;"fosfaat";"fludarabine";;"phosphate";true;false
"00732";"fludrocortison";"fludrocortisone";"fludrocortison";;;"fludrocortisone";;;true;false
"00733";"fludrocortison acetaat";"fludrocortisone acétate";"fludrocortison";;"acetaat";"fludrocortisone";;"acétate";true;false
"01403";"pilocarpine hydrochloride";"pilocarpine chlorhydrate";"pilocarpine";"[plantaardig]";"hydrochloride";"pilocarpine";"[végétal]";"chlorhydrate";true;false
"00195";"betaïne";"bétaïne";"betaïne";"watervrij";;"bétaïne";"anhydre";;true;false
"00254";"bupropion";"bupropione";"bupropion";;;"bupropione";;;true;false
"00714";"fibrinogeen";"fibrinogène";"fibrinogeen";"[biologisch, humaan plasma]";;"fibrinogène";"[biologique, plasma humain]";;true;false
"00304";"cefadroxil";"céfadroxil";"cefadroxil";"monohydraat";;"céfadroxil";"monohydraté";;true;false
"00466";"danaparoïde natrium";"danaparoïde sodium";"danaparoïde";"[biologisch, darmslijmvlies varken]";"natrium";"danaparoïde";"[biologique, muqueuse intestinale de porc]";"sodium";true;false
"02091";"ijzer(II) sulfaat";"fer(II) sulfate";"ijzer(II)";"watervrij";"sulfaat";"fer(II)";"anhydre";"sulfate";true;false
"02093";"ipratropium bromide";"ipratropium bromure";"ipratropium";"watervrij";"bromide";"ipratropium";"anhydre";"bromure";true;false
"00468";"dantroleen natrium";"dantrolène sodium";"dantroleen";;"natrium";"dantrolène";;"sodium";true;false
"00505";"dextromethorfan hydrobromide";"dextrométhorphane bromhydrate";"dextromethorfan";;"hydrobromide";"dextrométhorphane";;"bromhydrate";true;false
"00737";"flumetason pivalaat";"flumétasone pivalate";"flumetason";;"pivalaat";"flumétasone";;"pivalate";true;false
"00740";"flunitrazepam";"flunitrazépam";"flunitrazepam";;;"flunitrazépam";;;true;false
"00741";"fluocortolon";"fluocortolone";"fluocortolon";;;"fluocortolone";;;true;false
"00746";"fluorometholon";"fluorométholone";"fluorometholon";;;"fluorométholone";;;true;false
"00748";"fluoxetine";"fluoxétine";"fluoxetine";;;"fluoxétine";;;true;false
"01920";"ijzer(III)";"fer(III)";"ijzer(III)";;;"fer(III)";;;true;false
"01918";"vilanterol trifenataat";"vilantérol trifénatate";"vilanterol";;"trifenataat";"vilantérol";;"trifénatate";true;false
"01916";"ulipristal acetaat";"ulipristal acétate";"ulipristal";;"acetaat";"ulipristal";;"acétate";true;false
"01915";"tetrabenazine";"tétrabénazine";"tetrabenazine";;;"tétrabénazine";;;true;false
"00318";"cefuroxim natrium";"céfuroxime sodium";"cefuroxim";;"natrium";"céfuroxime";;"sodium";true;false
"00273";"calcium chloride";"calcium chlorure";"calcium";"dihydraat";"chloride";"calcium";"dihydraté";"chlorure";true;false
"00108";"amylocaïne";"amylocaïne";"amylocaïne";;;"amylocaïne";;;true;false
"00421";"clorazepaat dikalium";"clorazépate dipotassium";"clorazepaat";;"dikalium";"clorazépate";;"dipotassium";true;false
"00440";"colistimethaat natrium";"colistiméthate sodium";"colistimethaat";;"natrium";"colistiméthate";;"sodium";true;false
"00447";"cromoglicaat dinatrium";"cromoglicate disodium";"cromoglicaat";;"dinatrium";"cromoglicate";;"disodium";true;false
"00451";"cyclopentolaat hydrochloride";"cyclopentolate chlorhydrate";"cyclopentolaat";;"hydrochloride";"cyclopentolate";;"chlorhydrate";true;false
"00455";"cyproteron acetaat";"cyprotérone acétate";"cyproteron";;"acetaat";"cyprotérone";;"acétate";true;false
"02131";"magnesium sulfaat";"magnésium sulfate";"magnesium";"dihydraat";"sulfaat";"magnésium";"dihydraté";"sulfate";true;false
"00192";"betahistine";"bétahistine";"betahistine";;;"bétahistine";;;true;false
"00325";"cetalkonium chloride";"cétalkonium chlorure";"cetalkonium";;"chloride";"cétalkonium";;"chlorure";true;false
"00331";"cetrorelix acetaat";"cétrorélix acétate";"cetrorelix";;"acetaat";"cétrorélix";;"acétate";true;false
"00353";"chloroquine sulfaat";"chloroquine sulfate";"chloroquine";;"sulfaat";"chloroquine";;"sulfate";true;false
"00373";"cinchocaïne hydrochloride";"cinchocaïne chlorhydrate";"cinchocaïne";;"hydrochloride";"cinchocaïne";;"chlorhydrate";true;false
"00383";"citalopram hydrobromide";"citalopram bromhydrate";"citalopram";;"hydrobromide";"citalopram";;"bromhydrate";true;false
"00892";"ichtammol";"ichtammol";"ichtammol";;;"ichtammol";;;true;false
"00755";"fluspirileen";"fluspirilène";"fluspirileen";;;"fluspirilène";;;true;false
"00759";"fluvastatine";"fluvastatine";"fluvastatine";;;"fluvastatine";;;true;false
"00384";"citalopram hydrochloride";"citalopram chlorhydrate";"citalopram";;"hydrochloride";"citalopram";;"chlorhydrate";true;false
"00973";"joxaglaat meglumine";"ioxaglate méglumine";"joxaglaat";;"meglumine";"ioxaglate";;"méglumine";true;false
"00694";"fenofibraat (gemicroniseerd)";"fénofibrate (micronisé)";"fenofibraat";"gemicroniseerd";;"fénofibrate";"micronisé";;true;false
"00492";"desogestrel";"désogestrel";"desogestrel";;;"désogestrel";;;true;false
"00402";"clobetason butyraat";"clobétasone butyrate";"clobetason";;"butyraat";"clobétasone";;"butyrate";true;false
"00395";"clindamycine fosfaat";"clindamycine phosphate";"clindamycine";;"fosfaat";"clindamycine";;"phosphate";true;false
"00396";"clindamycine hydrochloride";"clindamycine chlorhydrate";"clindamycine";;"hydrochloride";"clindamycine";;"chlorhydrate";true;false
"00400";"clobetasol propionaat";"clobétasol propionate";"clobetasol";;"propionaat";"clobétasol";;"propionate";true;false
"00760";"fluvastatine natrium";"fluvastatine sodium";"fluvastatine";;"natrium";"fluvastatine";;"sodium";true;false
"00763";"folcodine";"pholcodine";"folcodine";;;"pholcodine";;;true;false
"00393";"clavulanaat kalium";"clavulanate potassium";"clavulanaat";;"kalium";"clavulanate";;"potassium";true;false
"00802";"gadoteridol";"gadotéridol";"gadoteridol";;;"gadotéridol";;;true;false
"00806";"galantamine hydrobromide";"galantamine bromhydrate";"galantamine";;"hydrobromide";"galantamine";;"bromhydrate";true;false
"00111";"anastrozol";"anastrozole";"anastrozol";;;"anastrozole";;;true;false
"00809";"ganciclovir natrium";"ganciclovir sodium";"ganciclovir";;"natrium";"ganciclovir";;"sodium";true;false
"00810";"ganirelix";"ganirélix";"ganirelix";;;"ganirélix";;;true;false
"00858";"hexetidine";"hexétidine";"hexetidine";;;"hexétidine";;;true;false
"00815";"gemcitabine hydrochloride";"gemcitabine chlorhydrate";"gemcitabine";;"hydrochloride";"gemcitabine";;"chlorhydrate";true;false
"00816";"gentamicine";"gentamicine";"gentamicine";"[bacterieel]";;"gentamicine";"[bactérien]";;true;false
"02327";"follitropine delta";"follitropine delta";"follitropine delta";"recombinant humaan [biologisch, biosynthetisch]";;"follitropine delta";"recombinant humain [biologique, biosynthétique]";;true;false
"01425";"plasminogeen";"plasminogène";"plasminogeen";"[biologisch]";;"plasminogène";"[biologique]";;true;false
"00898";"ijzer(II) gluconaat";"fer(II) gluconate";"ijzer(II)";;"gluconaat";"fer(II)";;"gluconate";true;false
"01530";"retapamuline";"retapamuline";"retapamuline";;;"retapamuline";;;true;false
"00836";"glycopyrronium bromide";"glycopyrronium bromure";"glycopyrronium";;"bromide";"glycopyrronium";;"bromure";true;false
"00681";"FEIBA (Factor Eight Inhibitor Bypassing Activity, met de geactiveerde factoren van het protrombinecomplex)";"FEIBA (Factor Eight Inhibitor Bypassing Activity, contenant les facteurs activés du complexe prothrombinique)";"FEIBA";"Factor Eight Inhibitor Bypassing Activity, met de geactiveerde factoren van het protrombinecomplex [biologisch, humaan plasma]";;"FEIBA";"Factor Eight Inhibitor Bypassing Activity, contenant les facteurs activés du complexe prothrombinique [biologique, plasma humain]";;true;false
"00309";"cefepim dihydrochloride";"céfépime dichlorhydrate";"cefepim";"monohydraat";"dihydrochloride";"céfépime";"monohydraté";"dichlorhydrate";true;false
"02105";"naloxon hydrochloride";"naloxone chlorhydrate";"naloxon";"watervrij";"hydrochloride";"naloxone";"anhydre";"chlorhydrate";true;false
"00134";"atenolol";"aténolol";"atenolol";;;"aténolol";;;true;false
"00307";"cefazoline natrium";"céfazoline sodium";"cefazoline";;"natrium";"céfazoline";;"sodium";true;false
"00079";"amfotericine B (in liposomen)";"amphotéricine B (en liposomes)";"amfotericine B";"in liposomen";;"amphotéricine B";"en liposomes";;true;false
"00839";"gosereline acetaat";"goséréline acétate";"gosereline";;"acetaat";"goséréline";;"acétate";true;false
"00758";"fluticason propionaat";"fluticasone propionate";"fluticason";;"propionaat";"fluticasone";;"propionate";true;false
"00842";"granisetron hydrochloride";"granisétron chlorhydrate";"granisetron";;"hydrochloride";"granisétron";;"chlorhydrate";true;false
