"mppcv";"Stofcv";"ppid";"hyr_";"hyrcv_";"mpcv_";"mppnm_";"ppq";"ppgal";"InRank";"StofNm_";"Dim";"InX";"InQ";"InU";"Add";"InBasQ";"InBasU";"InQ2";"InU2";"Amb";"Hosp"
"3326055";"01673";"1";"GBAC";"0006213";"25841-885";"Tamsulosine Teva (Impexeco) gél. lib. modif. 30x 0,4mg";0;"gél. lib. modif.";1;"tamsulosine chlorhydrate";;;0.4000;"mg";;0.0000;;0.0000;;true;false
"3188927";"00272";"1";"IEAB";"0013417";"31724-885";"Steovit (Impexeco) 1000/800 compr. à croquer Forte Citron 90x";0;"compr. à croquer Forte Citron";1;"calcium";;;1000.0000;"mg";;0.0000;;0.0000;;true;false
"3188927";"00435";"1";"IEAB";"0013417";"31724-885";"Steovit (Impexeco) 1000/800 compr. à croquer Forte Citron 90x";0;"compr. à croquer Forte Citron";2;"colécalciférol";;;800.0000;"UI";;0.0000;;0.0000;;true;false
"2572691";"01760";"1";"JGADA";"0008797";"26997-612";"Topiramate EG compr. pellic. (séc. en 4) 100x 25mg";0;"compr. pellic. (séc. en 4)";1;"topiramate";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"1078450";"01990";"1";"ONAA";"0014738";"13953-2253";"Kaltostat pansement 10x (5x5cm)";0;"pansement";1;"pas de principes actifs";"5 x 5 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3439155";"01371";"1";"JCAAE";"0008201";"21030-885";"Paroxetine Sandoz (Impexeco) compr. pellic. (séc.) 100x 20mg";0;"compr. pellic. (séc.)";1;"paroxétine";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"2110948";"00980";"1";"OEA";"0014407";"13987-1784";"Onguent Camphré pommade 20g 200mg/1g";0;"pommade";1;"camphre";;;200.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"3403771";"01990";"1";"ONEA";"0014811";"40683-2402";"Kliniderm Foam Silicone pansement Border Lite 5x (4x5cm)";0;"pansement Border Lite";1;"pas de principes actifs";"4 x 5 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3403318";"01990";"1";"ONEA";"0014811";"40683-2402";"Kliniderm Foam Silicone pansement 5x (10x10cm)";0;"pansement";1;"pas de principes actifs";"10 x 10 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3689957";"01356";"1";"CAABD";"0002584";"20776-885";"Pantoprazol Sandoz (Impexeco) compr. gastro-résist. 56x 40mg";0;"compr. gastro-résist.";1;"pantoprazole";;;40.0000;"mg";;0.0000;;0.0000;;true;false
"3666005";"00780";"1";"KAGCA";"0010306";"17756-885";"Monuril (Impexeco) sol. (gran., sachet) 1x 3g";0;"sol. (gran., sachet)";1;"fosfomycine";;;3.0000;"g";;0.0000;;0.0000;;true;false
"4178901";"00122";"1";"JBDA";"0007922";"75-3269";"Abilify (Abacus) compr. 98x 15mg";0;"compr.";1;"aripiprazole";;;15.0000;"mg";;0.0000;;0.0000;;true;false
"3716198";"01605";"1";"JCAAF";"0008219";"24398-1529";"Sertraline EG (PI-Pharma) compr. pellic. (séc.) 60x 50mg";0;"compr. pellic. (séc.)";1;"sertraline";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"2683167";"01734";"1";"BAABAC";"0001891";"26716-885";"Ticlid (Impexeco) compr. pellic. 60x 250mg";0;"compr. pellic.";1;"ticlopidine chlorhydrate";;;250.0000;"mg";;0.0000;;0.0000;;true;false
"4522744";"00205";"1";"MBAA";"0013201";"46656-4309";"Abevmy 25 mg/1 ml sol. perf. à diluer i.v. [flac.] 1x 100mg/4ml";0;"sol. perf. à diluer i.v. [flac.]";1;"bévacizumab";;;100.0000;"mg";"/";4.0000;"ml";0.0000;;true;false
"3326600";"01393";"1";"AJB";"0001461";"27060-1529";"Torental (PI-Pharma) compr. lib. prol. 60x 400mg";0;"compr. lib. prol.";1;"pentoxifylline";;;400.0000;"mg";;0.0000;;0.0000;;true;false
"3194453";"01189";"1";"JCDC";"0008110";"17400-1529";"Mirtazapine EG (PI-Pharma) compr. pellic. (séc.) 100x 15mg";0;"compr. pellic. (séc.)";1;"mirtazapine";;;15.0000;"mg";;0.0000;;0.0000;;true;false
"3148509";"01731";"1";"FCCA";"0005728";"15495-1529";"Livial (PI-Pharma) compr. 3x28x 2,5mg";0;"compr.";1;"tibolone";;;2.5000;"mg";;0.0000;;0.0000;;true;false
"4522751";"00205";"1";"MBAA";"0013201";"46656-4309";"Abevmy 25 mg/1 ml sol. perf. à diluer i.v. [flac.] 1x 400mg/16ml";0;"sol. perf. à diluer i.v. [flac.]";1;"bévacizumab";;;400.0000;"mg";"/";16.0000;"ml";0.0000;;true;false
"4753158";"00122";"1";"JBDA";"0007922";"75-3269";"Abilify (Abacus) compr. 28x 30mg";0;"compr.";1;"aripiprazole";;;30.0000;"mg";;0.0000;;0.0000;;true;false
"2480309";"01990";"1";"ONAA";"0014738";"6734-2238";"Curasorb pansement 10x (10x10cm)";0;"pansement";1;"pas de principes actifs";"10 x 10 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3117496";"01205";"1";"DAGA";"0003806";"17731-885";"Montelukast Teva (Impexeco) compr. pellic. 98x 10mg";0;"compr. pellic.";1;"montélukast";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"4165726";"00122";"1";"JBDA";"0007922";"75-3269";"Abilify (Abacus) compr. 98x 10mg";0;"compr.";1;"aripiprazole";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3662772";"01505";"1";"JBDG";"0007963";"24364-1529";"Seroquel (PI-Pharma) compr. lib. prol. XR 30x 50mg";0;"compr. lib. prol. XR";1;"quétiapine";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"2567576";"00122";"1";"JBDA";"0007922";"75-2501";"Abilify sol. inj. i.m. [flac.] 1x 9,75mg/1,3ml";0;"sol. inj. i.m. [flac.]";1;"aripiprazole";;;9.7500;"mg";"/";1.3000;"ml";0.0000;;true;false
"3154887";"00122";"1";"JBDA";"0007922";"75-1073";"Abilify susp. inj. lib. prol. (pdr+solv.) i.m. Maintena [2x flac.] 1x 400mg";0;"susp. inj. lib. prol. (pdr + solv.) i.m. Maintena [2x flac.]";1;"aripiprazole";;;400.0000;"mg";;0.0000;;0.0000;;true;false
"2256634";"01990";"1";"ONEA";"0014811";"16659-1230";"Mepilex pansement Border Lite 5x (7,5x7,5cm)";0;"pansement Border Lite";1;"pas de principes actifs";"7,5 x 7,5 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3403375";"01990";"1";"ONEA";"0014811";"40683-2402";"Kliniderm Foam Silicone pansement Border 5x (12,5x12,5cm)";0;"pansement Border";1;"pas de principes actifs";"12,5 x 12,5 cm";;0.0000;;;0.0000;;0.0000;;true;false
"4201737";"00122";"1";"JBDA";"0007922";"75-3418";"Abilify (Orifarm) compr. 28x 10mg";0;"compr.";1;"aripiprazole";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"4323465";"02669";"1";"AHDAA";"0001297";"45567-67";"Atropine Sulfate Accord 0,1 mg/1 ml sol. inj. i.m./i.v. [ser. préremplie] 1x 0,5mg/5ml";0;"sol. inj. i.m./i.v. [ser. préremplie]";1;"atropine sulfate";;;0.5000;"mg";"/";5.0000;"ml";0.0000;;true;false
"3945557";"01990";"1";"ONBA";"0014753";"25551-2295";"Suprasorb H pansement 10x (10x10cm)";0;"pansement";1;"pas de principes actifs";"10 x 10 cm";;0.0000;;;0.0000;;0.0000;;true;false
"4201745";"00122";"1";"JBDA";"0007922";"75-3418";"Abilify (Orifarm) compr. 98x 10mg";0;"compr.";1;"aripiprazole";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"4272100";"00122";"1";"JBDA";"0007922";"75-3418";"Abilify (Orifarm) compr. 98x 15mg";0;"compr.";1;"aripiprazole";;;15.0000;"mg";;0.0000;;0.0000;;true;false
"3403334";"01990";"1";"ONEA";"0014811";"40683-2402";"Kliniderm Foam Silicone pansement 5x (10x20cm)";0;"pansement";1;"pas de principes actifs";"10 x 20 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2868933";"00065";"1";"JAAA";"0007484";"29447-885";"Xanax (Impexeco) compr. lib. prol. Retard 30x 0,5mg";0;"compr. lib. prol. Retard";1;"alprazolam";;;0.5000;"mg";;0.0000;;0.0000;;true;false
"3534948";"00122";"1";"JBDA";"0007922";"75-1529";"Abilify (PI-Pharma) compr. 28x 15mg";0;"compr.";1;"aripiprazole";;;15.0000;"mg";;0.0000;;0.0000;;true;false
"3060001";"00122";"1";"JBDA";"0007922";"75-2501";"Abilify sirop sol. 150ml 1mg/1ml";0;"sirop sol.";1;"aripiprazole";;;1.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"3750015";"00791";"1";"OBEA";"0014332";"11254-885";"Fucicort (Impexeco) 20/1 crème Lipid 30g";0;"crème Lipid";1;"acide fusidique";;;20.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"3750015";"00200";"1";"OBEA";"0014332";"11254-885";"Fucicort (Impexeco) 20/1 crème Lipid 30g";0;"crème Lipid";2;"bétaméthasone";;;1.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"1294651";"00964";"1";"SAACA";"0016246";"37937-836";"Xenetix 350 mg/1 ml sol. inj. i.v./i.artér./i.card. [flac.] 1x 76,78g/100ml";0;"sol. inj. i.v./i.artér./i.card. [flac.]";1;"iobitridol";;;76.7800;"g";"/";100.0000;"ml";0.0000;;true;false
"1395771";"00964";"1";"SAACA";"0016246";"37937-836";"Xenetix 350 mg/1 ml sol. inj. i.v./i.artér./i.card. [flac.] 1x 115,17g/150ml";0;"sol. inj. i.v./i.artér./i.card. [flac.]";1;"iobitridol";;;115.1700;"g";"/";150.0000;"ml";0.0000;;true;false
"2162444";"00964";"1";"SAACA";"0016246";"37937-836";"Xenetix 300 mg/1 ml sol. inj./instill. i.v./i.artic./i.artér./i.card./i.utér. [flac.] 1x 98,7g/150ml";0;"sol. inj./instill. i.v./i.artic./i.artér./i.card./i.utér. [flac.]";1;"iobitridol";;;98.7000;"g";"/";150.0000;"ml";0.0000;;true;false
"2393098";"00964";"1";"SAACA";"0016246";"37937-836";"Xenetix 350 mg/1 ml sol. inj. i.v./i.artér./i.card. [sac] 1x 115,17g/150ml";0;"sol. inj. i.v./i.artér./i.card. [sac]";1;"iobitridol";;;115.1700;"g";"/";150.0000;"ml";0.0000;;true;false
"0324095";"01363";"1";"HBDE";"0019893";"638-1743";"Afebryl 200/300/300 compr. efferv. (séc.) 32x";0;"compr. efferv. (séc.)";1;"paracétamol";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"0324095";"00019";"1";"HBDE";"0019893";"638-1743";"Afebryl 200/300/300 compr. efferv. (séc.) 32x";0;"compr. efferv. (séc.)";2;"acide acétylsalicylique";;;300.0000;"mg";;0.0000;;0.0000;;true;false
"0324095";"00127";"1";"HBDE";"0019893";"638-1743";"Afebryl 200/300/300 compr. efferv. (séc.) 32x";0;"compr. efferv. (séc.)";3;"acide ascorbique";;;300.0000;"mg";;0.0000;;0.0000;;true;false
"4121554";"00114";"1";"KBBA";"0010447";"41954-67";"Anidulafungine Accord Healthcare sol. perf. à diluer (pdr) i.v. [flac.] 1x 100mg";0;"sol. perf. à diluer (pdr) i.v. [flac.]";1;"anidulafungine";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"2481687";"00156";"1";"KABBA";"0009837";"2774-1636";"Azithromycine Sandoz sirop susp. (pdr) 15ml 200mg/5ml";0;"sirop susp. (pdr)";1;"azithromycine";;;200.0000;"mg";"/";5.0000;"ml";0.0000;;true;false
"2481703";"00156";"1";"KABBA";"0009837";"2774-1636";"Azithromycine Sandoz sirop susp. (pdr) 37,5ml 200mg/5ml";0;"sirop susp. (pdr)";1;"azithromycine";;;200.0000;"mg";"/";5.0000;"ml";0.0000;;true;false
"4420576";"00289";"1";"FDAA";"0005777";"45500-117";"Carbetocine Aguettant sol. inj. i.m./i.v. [ser. préremplie] 5x 100µg/1ml";0;"sol. inj. i.m./i.v. [ser. préremplie]";1;"carbétocine";;;100.0000;"µg";"/";1.0000;"ml";0.0000;;true;false
"2237220";"00122";"1";"JBDA";"0007922";"75-2501";"Abilify compr. 28x 10mg";0;"compr.";1;"aripiprazole";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"2237238";"00122";"1";"JBDA";"0007922";"75-2501";"Abilify compr. 28x 15mg";0;"compr.";1;"aripiprazole";;;15.0000;"mg";;0.0000;;0.0000;;true;false
"2237246";"00122";"1";"JBDA";"0007922";"75-2501";"Abilify compr. 28x 30mg";0;"compr.";1;"aripiprazole";;;30.0000;"mg";;0.0000;;0.0000;;true;false
"3255684";"00122";"1";"JBDA";"0007922";"75-2501";"Abilify compr. 98x 10mg";0;"compr.";1;"aripiprazole";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3117041";"01990";"1";"ONEA";"0014811";"1065-1750";"Allevyn pansement Life 10x (10,3x10,3cm)";0;"pansement Life";1;"pas de principes actifs";"10,3 x 10,3 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3255676";"00122";"1";"JBDA";"0007922";"75-2501";"Abilify compr. 98x 15mg";0;"compr.";1;"aripiprazole";;;15.0000;"mg";;0.0000;;0.0000;;true;false
"1765924";"01158";"1";"JDD";"0008334";"6437-935";"Concerta compr. lib. prol. 30x 18mg";0;"compr. lib. prol.";1;"méthylphénidate chlorhydrate";;;18.0000;"mg";;0.0000;;0.0000;;true;false
"3403300";"01990";"1";"ONEA";"0014811";"40683-2402";"Kliniderm Foam Silicone pansement 5x (5x5cm)";0;"pansement";1;"pas de principes actifs";"5 x 5 cm";;0.0000;;;0.0000;;0.0000;;true;false
"1766021";"01158";"1";"JDD";"0008334";"6437-935";"Concerta compr. lib. prol. 30x 36mg";0;"compr. lib. prol.";1;"méthylphénidate chlorhydrate";;;36.0000;"mg";;0.0000;;0.0000;;true;false
"2093979";"01158";"1";"JDD";"0008334";"6437-935";"Concerta compr. lib. prol. 30x 54mg";0;"compr. lib. prol.";1;"méthylphénidate chlorhydrate";;;54.0000;"mg";;0.0000;;0.0000;;true;false
"4614384";"00008";"1";"MEDA";"0017798";"45682-67";"Abiraterone Accord compr. pellic. 56x 500mg";0;"compr. pellic.";1;"abiratérone acétate";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"4549655";"00008";"1";"MEDA";"0017798";"45906-2303";"Abiraterone Krka compr. pellic. 60x 500mg";0;"compr. pellic.";1;"abiratérone acétate";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"4380085";"02595";"1";"JDC";"8902082";"44305-1800";"Elvanse gél. 30x 50mg";0;"gél.";1;"lisdexamfétamine dimésylate";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"1374560";"00235";"1";"JHD";"0009100";"8599-927";"Dysport sol. inj. (pdr) i.m./s.c./i.derm. [flac.] 2x 500U";0;"sol. inj. (pdr) i.m./s.c./i.derm. [flac.]";1;"toxine botulique type A (complexe toxine-hémagglutinine)";;;500.0000;"U";;0.0000;;0.0000;;true;false
"4380093";"02595";"1";"JDC";"8902082";"44305-1800";"Elvanse gél. 30x 70mg";0;"gél.";1;"lisdexamfétamine dimésylate";;;70.0000;"mg";;0.0000;;0.0000;;true;false
"4495099";"00008";"1";"MEDA";"0017798";"45914-1289";"Abiraterone Mylan compr. pellic. 60x 500mg";0;"compr. pellic.";1;"abiratérone acétate";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"3577053";"00672";"1";"ALDA";"0001701";"38778-1636";"Ezetimibe Sandoz compr. 98x 10mg";0;"compr.";1;"ézétimibe";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"4380069";"02595";"1";"JDC";"8902082";"44305-1800";"Elvanse gél. 30x 20mg";0;"gél.";1;"lisdexamfétamine dimésylate";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"4380077";"02595";"1";"JDC";"8902082";"44305-1800";"Elvanse gél. 30x 30mg";0;"gél.";1;"lisdexamfétamine dimésylate";;;30.0000;"mg";;0.0000;;0.0000;;true;false
"4495081";"00008";"1";"MEDA";"0017798";"45914-1289";"Abiraterone Mylan compr. pellic. (séc.) 30x 1000mg";0;"compr. pellic. (séc.)";1;"abiratérone acétate";;;1000.0000;"mg";;0.0000;;0.0000;;true;false
"2834786";"02333";"1";"MAEBC";"0013185";"34306-406";"Abraxane 5 mg/1 ml susp. perf. (pdr) i.v. [flac.] 1x 100mg";0;"susp. perf. (pdr) i.v. [flac.]";1;"paclitaxel (nanoparticules liées à l'albumine)";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"3403367";"01990";"1";"ONEA";"0014811";"40683-2402";"Kliniderm Foam Silicone pansement Border 5x (10x10cm)";0;"pansement Border";1;"pas de principes actifs";"10 x 10 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3113214";"00272";"1";"IEAB";"0013417";"31542-885";"Cacit Vitamine D3 (Impexeco) 1000/880 gran. efferv. (sachet) 30x";0;"gran. efferv. (sachet)";1;"calcium";;;1000.0000;"mg";;0.0000;;0.0000;;true;false
"3113214";"00435";"1";"IEAB";"0013417";"31542-885";"Cacit Vitamine D3 (Impexeco) 1000/880 gran. efferv. (sachet) 30x";0;"gran. efferv. (sachet)";2;"colécalciférol";;;880.0000;"UI";;0.0000;;0.0000;;true;false
"4441077";"00715";"1";"BCCA";"0017517";"32763-67";"Accofil sol. inj./perf. à diluer i.v./s.c. [ser. préremplie] 1x 12MU/0,2ml";0;"sol. inj./perf. à diluer i.v./s.c. [ser. préremplie]";1;"filgrastim";;;12.0000;"MU";"/";0.2000;"ml";0.0000;;true;false
"4493888";"02677";"1";"EAGD";"0017608";"46029-1636";"Sitagliptin Sandoz compr. pellic. 98x 50mg";0;"compr. pellic.";1;"sitagliptine";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"4493896";"02677";"1";"EAGD";"0017608";"46029-1636";"Sitagliptin Sandoz compr. pellic. 98x 100mg";0;"compr. pellic.";1;"sitagliptine";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"4495115";"02677";"1";"EAIC";"0025445";"46037-1636";"Sitagliptin/Metformin Sandoz 50/850 compr. pellic. 196x";0;"compr. pellic.";1;"sitagliptine";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"4495115";"01144";"1";"EAIC";"0025445";"46037-1636";"Sitagliptin/Metformin Sandoz 50/850 compr. pellic. 196x";0;"compr. pellic.";2;"metformine chlorhydrate";;;850.0000;"mg";;0.0000;;0.0000;;true;false
"4495123";"02677";"1";"EAIC";"0025445";"46037-1636";"Sitagliptin/Metformin Sandoz 50/1000 compr. pellic. 196x";0;"compr. pellic.";1;"sitagliptine";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"4495123";"01144";"1";"EAIC";"0025445";"46037-1636";"Sitagliptin/Metformin Sandoz 50/1000 compr. pellic. 196x";0;"compr. pellic.";2;"metformine chlorhydrate";;;1000.0000;"mg";;0.0000;;0.0000;;true;false
"4441085";"00715";"1";"BCCA";"0017517";"32763-67";"Accofil sol. inj./perf. à diluer i.v./s.c. [ser. préremplie] 1x 70MU/0,73ml";0;"sol. inj./perf. à diluer i.v./s.c. [ser. préremplie]";1;"filgrastim";;;70.0000;"MU";"/";0.7300;"ml";0.0000;;true;false
"3258662";"00715";"1";"BCCA";"0017517";"32763-67";"Accofil sol. inj./perf. à diluer i.v./s.c. [ser. préremplie] 5x 30MU/0,5ml";0;"sol. inj./perf. à diluer i.v./s.c. [ser. préremplie]";1;"filgrastim";;;30.0000;"MU";"/";0.5000;"ml";0.0000;;true;false
"3258670";"00715";"1";"BCCA";"0017517";"32763-67";"Accofil sol. inj./perf. à diluer i.v./s.c. [ser. préremplie] 5x 48MU/0,5ml";0;"sol. inj./perf. à diluer i.v./s.c. [ser. préremplie]";1;"filgrastim";;;48.0000;"MU";"/";0.5000;"ml";0.0000;;true;false
"4132213";"01859";"1";"IEBE";"0007336";"323-3269";"Aclasta (Abacus) sol. perf. i.v. [flac.] 1x 5mg/100ml";0;"sol. perf. i.v. [flac.]";1;"acide zolédronique";;;5.0000;"mg";"/";100.0000;"ml";0.0000;;true;false
"2213114";"01859";"1";"IEBE";"0007336";"323-1636";"Aclasta sol. perf. i.v. [flac.] 1x 5mg/100ml";0;"sol. perf. i.v. [flac.]";1;"acide zolédronique";;;5.0000;"mg";"/";100.0000;"ml";0.0000;;true;false
"4272118";"01859";"1";"IEBE";"0007336";"323-3418";"Aclasta (Orifarm) sol. perf. i.v. [flac.] 1x 5mg/100ml";0;"sol. perf. i.v. [flac.]";1;"acide zolédronique";;;5.0000;"mg";"/";100.0000;"ml";0.0000;;true;false
"1669373";"01408";"1";"EAEA";"0013425";"422-604";"Actos compr. 28x 15mg";0;"compr.";1;"pioglitazone";;;15.0000;"mg";;0.0000;;0.0000;;true;false
"1732874";"01408";"1";"EAEA";"0013425";"422-604";"Actos compr. 28x 30mg";0;"compr.";1;"pioglitazone";;;30.0000;"mg";;0.0000;;0.0000;;true;false
"3403037";"01990";"1";"ONFA";"0014837";"40691-2402";"Kliniderm Silicone pansement 10x (7,5x10cm)";0;"pansement";1;"pas de principes actifs";"7,5 x 10 cm";;0.0000;;;0.0000;;0.0000;;true;false
"1272905";"01063";"1";"CFCA";"0003368";"15685-612";"Loperamide EG gél. 200x 2mg";0;"gél.";1;"lopéramide chlorhydrate";;;2.0000;"mg";;0.0000;;0.0000;;true;false
"1125301";"01063";"1";"CFCA";"0003368";"15685-612";"Loperamide EG gél. 20x 2mg";0;"gél.";1;"lopéramide chlorhydrate";;;2.0000;"mg";;0.0000;;0.0000;;true;false
"1125293";"01063";"1";"CFCA";"0003368";"15685-612";"Loperamide EG gél. 60x 2mg";0;"gél.";1;"lopéramide chlorhydrate";;;2.0000;"mg";;0.0000;;0.0000;;true;false
"1430727";"01063";"1";"CFCA";"0003368";"15693-1818";"Loperamide Teva gél. 20x 2mg";0;"gél.";1;"lopéramide chlorhydrate";;;2.0000;"mg";;0.0000;;0.0000;;true;false
"2494276";"01408";"1";"EAEA";"0013425";"422-604";"Actos compr. 98x 15mg";0;"compr.";1;"pioglitazone";;;15.0000;"mg";;0.0000;;0.0000;;true;false
"2494268";"01408";"1";"EAEA";"0013425";"422-604";"Actos compr. 98x 30mg";0;"compr.";1;"pioglitazone";;;30.0000;"mg";;0.0000;;0.0000;;true;false
"3403326";"01990";"1";"ONEA";"0014811";"40683-2402";"Kliniderm Foam Silicone pansement 5x (15x15cm)";0;"pansement";1;"pas de principes actifs";"15 x 15 cm";;0.0000;;;0.0000;;0.0000;;true;false
"0245399";"00929";"1";"EAABA";"0004218";"448-1354";"Actrapid sol. inj. i.v./s.c. [flac.] 1x10ml 100UI/1ml";0;"sol. inj. i.v./s.c. [flac.]";1;"insuline";;;100.0000;"UI";"/";1.0000;"ml";0.0000;;true;false
"3403342";"01990";"1";"ONEA";"0014811";"40683-2402";"Kliniderm Foam Silicone pansement 5x (20x20cm)";0;"pansement";1;"pas de principes actifs";"20 x 20 cm";;0.0000;;;0.0000;;0.0000;;true;false
"0636142";"00707";"1";"PCC";"0015289";"21378-273";"Minims Phenylephrine Chlorhydrate collyre sol. (unidose) [sans cons.] 20x0,5ml 100mg/1ml";0;"collyre sol. (unidose) [sans cons.]";1;"phényléphrine chlorhydrate";;;100.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"1085885";"00929";"1";"EAABA";"0004218";"448-1354";"Actrapid sol. inj. s.c. Penfill [cart.] 5x3ml 100UI/1ml";0;"sol. inj. s.c. Penfill [cart.]";1;"insuline";;;100.0000;"UI";"/";1.0000;"ml";0.0000;;true;false
"1430735";"01063";"1";"CFCA";"0003368";"15693-1818";"Loperamide Teva gél. 60x 2mg";0;"gél.";1;"lopéramide chlorhydrate";;;2.0000;"mg";;0.0000;;0.0000;;true;false
"3356029";"01990";"1";"ONDA";"0014795";"25544-2295";"Suprasorb G pansement 5x (5x7,5cm)";0;"pansement";1;"pas de principes actifs";"5 x 7,5 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3356011";"01990";"1";"ONDA";"0014795";"25544-2295";"Suprasorb G pansement 5x (10x10cm)";0;"pansement";1;"pas de principes actifs";"10 x 10 cm";;0.0000;;;0.0000;;0.0000;;true;false
"4219770";"01880";"1";"MBAA";"0013201";"489-3269";"Adcetris (Abacus) sol. perf. à diluer (pdr) i.v. [flac.] 1x 50mg";0;"sol. perf. à diluer (pdr) i.v. [flac.]";1;"brentuximab védotine";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"3010774";"01880";"1";"MBAA";"0013201";"489-1800";"Adcetris sol. perf. à diluer (pdr) i.v. [flac.] 1x 50mg";0;"sol. perf. à diluer (pdr) i.v. [flac.]";1;"brentuximab védotine";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"0824722";"01990";"1";"ONBA";"0014753";"8425-2253";"Duoderm pansement 2x (10x10cm)";0;"pansement";1;"pas de principes actifs";"10 x 10 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3403359";"01990";"1";"ONEA";"0014811";"40683-2402";"Kliniderm Foam Silicone pansement Border 5x (7,5x7,5cm)";0;"pansement Border";1;"pas de principes actifs";"7,5 x 7,5 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3714680";"01309";"1";"AADG";"0000174";"39065-612";"Olmesartan/Amlodipine EG 20/5 compr. pellic. 100x";0;"compr. pellic.";1;"olmésartan médoxomil";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"3714680";"00094";"1";"AADG";"0000174";"39065-612";"Olmesartan/Amlodipine EG 20/5 compr. pellic. 100x";0;"compr. pellic.";2;"amlodipine";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"3714672";"01309";"1";"AADG";"0000174";"39065-612";"Olmesartan/Amlodipine EG 20/5 compr. pellic. 30x";0;"compr. pellic.";1;"olmésartan médoxomil";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"3714672";"00094";"1";"AADG";"0000174";"39065-612";"Olmesartan/Amlodipine EG 20/5 compr. pellic. 30x";0;"compr. pellic.";2;"amlodipine";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"3714706";"01309";"1";"AADG";"0000174";"39065-612";"Olmesartan/Amlodipine EG 40/10 compr. pellic. 100x";0;"compr. pellic.";1;"olmésartan médoxomil";;;40.0000;"mg";;0.0000;;0.0000;;true;false
"3714706";"00094";"1";"AADG";"0000174";"39065-612";"Olmesartan/Amlodipine EG 40/10 compr. pellic. 100x";0;"compr. pellic.";2;"amlodipine";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3714698";"01309";"1";"AADG";"0000174";"39065-612";"Olmesartan/Amlodipine EG 40/10 compr. pellic. 30x";0;"compr. pellic.";1;"olmésartan médoxomil";;;40.0000;"mg";;0.0000;;0.0000;;true;false
"3714698";"00094";"1";"AADG";"0000174";"39065-612";"Olmesartan/Amlodipine EG 40/10 compr. pellic. 30x";0;"compr. pellic.";2;"amlodipine";;;10.0000;"mg";;0.0000;;0.0000;;true;false
